id_str,full_text,Netral
1.75E+18,"@guard00347 @LingkaranDonat @leksa 1992 - berubah jadi PT askes persero, cakupannya diperluas ke pegawai BUMN 2004 - UU SJSN 2011 - PT Askes ditunjuk menjalankan UU SJSN (Berubah BPJS Kesehatan) 2014 - BPJS Kesehatan beroperasi",Netral
1.75E+18,"@daratista_inul @sandiuno salah sendiri dukung UU cipta kerja, udah jelas pemerintahan gak becus kok dipercaya. makin gemuk koalisinya makin bejat kelakuannya itu rumus cek kesehatan demokrasi. yg oposisi dijadikan menteri itu buruk. apalagi yg menerimanya lebih buruk. timbul tenggelam bersama rakyat BS",Positif
1.75E+18,"@itsquaileggs omnibuslaw, uu kesehatan, mereka acak acak  hadeuh",Netral
1.75E+18,"@jeahjaehyuk jaga kesehatan yaa raa , makan yang teratur &amp  minum air secukupnya , terus jangan lupa balikk jugaa. See uu 🫰🏻🫰🏻",Netral
1.75E+18,"@berlianidris Selain UU cipataker, apakah UU karantina kesehatan 2018 juga berkontribusi dalam krisis kesehatan, pendidikan dan ekonomi yang sedang kita alami 2 tahun terakhir ini? https://t.co/uqGeH5kOPo",Positif
1.75E+18,"Melalui Peraturan Pemerintah (PP) turunan Undang-undang (UU) No 17/2023 tentang Kesehatan nantinya pemerintah akan mengatur sejumlah ketentuan produksi dan impor produk tembakau dan rokok elektrik, pengendalian pelarangan, ketentuan dan larangan iklan dan sponsorship,",Netral
1.75E+18,Guys gue terangkan lagi ya: OMNIBUS LAW itu banyaak. Ga hanya UU Ciptaker.  Tetapi juga UU Kesehatan dan UU HKPD yang gw bahas di atas  Kebetulan ketiga UU itu ditolak semua oleh @FPKSDPRRI,Netral
1.75E+18,@officialMKRI Wahh gk ada sidang perubahan uu kesehatan saja? Biar lebih cepat langsung ketok palu. 😅,Netral
1.75E+18,"Nah ini setuju, antipati anak FK pas UU kesehatan di kerjakan adalah sebuah kebodohan  Karena malah sebagian besaqr uu disana mengatur pendidikan kedokteran dan saat jd dokter bagi mreka kedepannya  Inget nasihat dosen harga beras itu juga ditentukan dr politik""""",Negatif
1.75E+18,"@edykrit22 UU Kesehatan, UU HKPD, dan UU Ciptaker yang dibuat metode Omnibus mendapat reaksi penolakan di berbagai daerah karena prosedur pembuatan, dan konten. ini salah satu penolakan di pasuruan. kampung mbak inul. https://t.co/7ArEQkkDw5",Negatif
1.75E+18,"IAI sempet bikin draft, disetorin, diprint juga buat masukan UU Kesehatan terbaru, tapi gak dibaca🤣",Positif
1.75E+18,Betul. Produk hukumnya gak melibatkan aspirasi banyak pihak. Ini pas ganjar sambutan di PIT IAI Solo kemarin juga cerita proses bikin UU Kesehatan tuh pada ribut besar bahkan di kalangan penyusun dan pembuat DIMnya sendiri.,Positif
1.75E+18,"@FPKSDPRRI Omnibus Law ini gw lihat bermasalah semua, mau Ciptaker, HKPD sampai ke UU Kesehatan.  Tapi gw ga bisa bilang gara2 sifatnya yang omnibus makanya jadi bermasalah. Ini pakar hukum yang bisa menjelaskan.",Positif
1.75E+18,@cakimiNOW @abdurarsyad @dokter_kampung @ganjarpranowo @ernestprakasa @prabowo @aniesbaswedan 3. Menolak WHO PANDEMIC TREATY di masa depan. Dimana WHO telah merubah UU KESEHATAN DUNIA. dimana setiap negara harus tunduk dan kehilangan kedaulatan ketika terjadi PANDEMIC di masa depan https://t.co/CaYskyChjZ,Netral
1.75E+18,"@harishrish @yoeandha01 @kozirama Sudah, yg lebih feasible &amp  reliable 01. Contoh contract farming, penguatan KPK dgn review UU KPK, review Omnibus law Kesehatan &amp  Cipta Kerja, Perampasan aset, Sistem Meritokrasi, dll",Positif
1.75E+18,"3. Ini kombinasi mengenaskan dari BPJS &amp  UU kesehatan.  Ada cerita sebuah RSUD.  SpB berkonflik dgn manajemen krn minta OK lebih aman.  SpB FG cari tempat dekati Dirut.   SpB lama dipindah ke RSUD desa.  FG masuk, punya SIP, rekom OP yg syarat persetujuan senior kan tdk perlu lg.",Negatif
1.75E+18,"f. Penunjukkan anggota KKI yg mengabaikan rekomendasi OP, termasuk TI sbg ketua  g. TI jadi promotor dr T menjadi profesor kehormatan  h. UU Kesehatan disahkan, OP tak lagi tunggal, dibentuk PDSI yg mayoritas militer   i. KKI mengakui PDSI sebagai setara dgn IDI",Negatif
1.75E+18,"@nanisupanjibobu Subsidi2 yg dicabut2in tuh juga kayak subsidi BBM dan kesehatan 😭  Terus gara2 ada UU Omnibus Law, layoff makin semena2, Omnibus Law bikin persentase kenaikan UMR jadi kecil... PPN jg mau dibuat progressive jd mau dinaikin lagi... dahlah 😭",Positif
1.75E+18,"Lebih ironis lagi, UU Kesehatan No 17 Tahun 2023 yang disahkan DPR RI disambut baik oleh para pelaku usaha rokok elektronik, sehingga perlu dikaji lagi oleh Kemenkes RI agar program WHO dapat terealisasi.  #LaporSehat #WHO #vape #Hilirisasi https://t.co/BMJFX47htO",Positif
1.75E+18,"@maronjwin Halo Kak Maroo-!! sebelumnya i wanna say thank uu karna udah ngadain GA ini  dan izin ya kak ikutan GA iniii 💓💓💓 untuk NCT ALL UNIT-!! especially Uri Haechanie, dan juga kak Maro yang udah sayang sama NCT, aku berdoa semoga kita serta mereka semua selalu diberi kesehatan 🌻🌻",Negatif
1.75E+18,"@SamsonyIgo @azzam_delapan @Pai_C1 Pohon yang dipaku akan mengganggu kesehatan dan pertumbuhan pohon. Dan itu ada larang di UU, melanggar UU dimaklumi? Cihhh.",Netral
1.75E+18,@DokterTifa @aniesbaswedan Memahami masa depan Indonesia tidak boleh lepas dari geopolitik internasional. Yang saat ini sedang bergejolak oleh skenario global. Pandemi berkelanjutan dan vaksinasi telah disepakati dlm WHO PANDEMIC TREATY. Semoga Anis mampu menolak UU kesehatan internasional,Positif
1.75E+18,"@Reiza_Patters Hukum yg tumpul ke atas tajam ke bawah diantaranya omnibus law, UU MK, UU ITE jilid 2, Pelemahan KPK, RUU Kesehatan",Negatif
1.75E+18,@legislatweet Menolak UU OBL Kesehatan,Netral
1.75E+18,@mbahjhojho @PKSejahtera Melihat perjalanan PKS 9 tahun terakhir masih on the track di jalur oposisi . Dan terus berjuang di parlemen dgn menolak  1. Menolak Revisi uu KPK 2. Menolak UU cipta kerja 3. Menolak revisi UU kesehatan 4. Menolak UU IKN  PKS sangat mgkn masuk 3 besar,Positif
1.75E+18,banyak yg terdampak loh Pak @Jokowi. ini sangat amat merugikan. Kami sepakat tolak pasal tembakau di RPP UU Kesehatan  #TembakauDizolimi #TolakPasalTembakauRPPKesehatan @Kemenkes_RI https://t.co/dU1dlMtj0J,Positif
1.75E+18,tolong pak dikaji ulang yaa ininya Pak @Jokowi. Kami sepakat tolak pasal tembakau di RPP UU Kesehatan  #TembakauDizolimi #TolakPasalTembakauRPPKesehatan @Kemenkes_RI https://t.co/K6f66LZIJ7,Netral
1.75E+18,industri pabrik maupun penjualan di warung mendadak kacau loh Pak @Jokowi. Kami sepakat tolak pasal tembakau di RPP UU Kesehatan  #TembakauDizolimi #TolakPasalTembakauRPPKesehatan @Kemenkes_RI https://t.co/2EIUVtZmBl,Netral
1.75E+18,"beneran gada kesadaran ini bisa phk besar besaran @Jokowi @Kemenkes_Ri tolong dengerin, kami beneran nolak larangan jual eceran di RPP UU  Kesehatan. @KemenkopUKM @KemnakerRI #TolakPasalTembakauRPPKesehatan  #tolaklaranganrokokeceran https://t.co/RuQFroyuf8",Positif
1.75E+18,"semenjak penjualan rokok di warung dilarang, omset keluarga kami jadi menurun  @Jokowi @Kemenkes_R  kami beneran nolak larangan jual eceran di RPP UU  Kesehatan. @KemenkopUKM @KemnakerRI #TolakPasalTembakauRPPKesehatan  #tolaklaranganrokokeceran https://t.co/ZUNDGx55kB",Positif
1.75E+18,masalah ini akan kami up terus sampe ketemu jalan keluarnya yg memihak rakyat @Jokowi @Kemenkes_R tolong dengerin kami nolak larangan jual eceran di RPP UU  Kesehatan. @KemenkopUKM @KemnakerRI #TolakPasalTembakauRPPKesehatan  #tolaklaranganrokokeceran https://t.co/49x3rWwixA,Netral
1.75E+18,Semoga rencana larangan nya gak jadi ya pak @Jokowi @Kemenkes_RI @kemenparekraf semoga suara yg menolak pasal tembakau di RPP UU Kesehatan didengarkan #TolakPasalTembakauRPPKesehatan #tembakaudizolimi https://t.co/ITLUUc4ueh,Netral
1.75E+18,"Kenapa menolak pasal tembakau di RPP UU Kesehatan, ya krn jangan sampai industri kreatif terutama iklan rokok kualitasnya menurun @Jokowi @Kemenkes_RI @kemenparekraf #TolakPasalTembakauRPPKesehatan #tembakaudizolimi https://t.co/6H69HPVqOD",Positif
1.75E+18,"Semoga suara untuk menolak pasal tembakau di RPP UU Kesehatan didengar oleh @Jokowi @Kemenkes_RI @kemenparekraf, agar orang-orang yg kerja di industri kreatif iklan2 ini tidak terdampak #TolakPasalTembakauRPPKesehatan #tembakaudizolimi https://t.co/NGa8fmMHLq",Positif
1.75E+18,Toloh ditindaklanjuti soal kami yg menolak pasal tembakau di RPP UU Kesehatan ya pak @Jokowi @Kemenkes_RI @kemenparekraf. Selama ini iklan rokok tuh salah satu iklan yg berkualitas dan banyak makna soalnya #TolakPasalTembakauRPPKesehatan #tembakaudizolimi https://t.co/ZRzfo5Hkls,Positif
1.75E+18,Pemerintah nih kapan sih mau mendengar keluhan rakyat kecil untuk menolak pasal tembakau di RPP UU Kesehatan @MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI #TolakPasalTembakauRPPKesehatan https://t.co/HaaXlx6N0z,Negatif
1.75E+18,"Oke lah ada RUU tembakau, tapi kalau orang2 dari industri kreatif juga jadi kena ya kasihan lah mereka, makanya pada menolak pasal tembakau di RPP UU Kesehatan itu pak @Jokowi @Kemenkes_RI @kemenparekraf #TolakPasalTembakauRPPKesehatan #tembakaudizolimi https://t.co/FYXDZpVjq2",Positif
1.75E+18,"Ya pantes aja banyak yg menolak pasal tembakau di RPP UU Kesehatan, itu mesti gimana orang2 industri kreatif deh pak @Jokowi @Kemenkes_RI @kemenparekraf #TolakPasalTembakauRPPKesehatan #tembakaudizolimi https://t.co/DnWYcUMzzK",Positif
1.75E+18,Tambahan: Menolak RUU DKJ yang menjadikan gubernur dipilih Presiden Menolak UU Kesehatan Menolak Kenaikan BBM Bersubsidi Setuju RKUHP tapi KEBERATAN dengan pasal penghinaan presiden/lembaga negara Sering potong gaji anggota DPR jika ada bencana alam,Positif
1.75E+18,Kami tidak pernah lelah untuk menolak pasal tembakau di RPP UU Kesehatan sampai pemerintah mengubah aturan ini @MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI #TolakPasalTembakauRPPKesehatan https://t.co/mPbwpXobWW,Negatif
1.75E+18,Berbagai pihak yg menolak pasal tembakau di RPP UU Kesehatan tapi pemerintah tetap terkesan abai  @MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI #TolakPasalTembakauRPPKesehatan https://t.co/NpKreyCyRb,Positif
1.75E+18,Mau sampai kapan pemerintah abai dengan kami yg menolak pasal tembakau di RPP UU Kesehatan @MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI #TolakPasalTembakauRPPKesehatan https://t.co/cv89eCGEwy,Negatif
1.75E+18,@PNS_Garis_Lucu harusnya @LPDP_RI gak boleh kasih syarat batas usia..contoh tuh UUKesehatan skrg kasih kebebasan sebebas2nya orang kuliah dokter/dokter spesialis gak pandang usia😎 @Kemdikbud_RI @KemenkesRI @KemenkeuRI @prastow @PNS_Ababil @jokowi @KemensetnegRI @pramonoanung @puanmaharani_ri,Netral
1.75E+18,DPR soal Gugatan UU Kesehatan di MK: Kami Telah Libatkan Partisipasi Publik dalam Penyusunan https://t.co/ZQQyakTNQP,Netral
1.75E+18,"@Pe_Enestee @LOVE_UM4M4 Masalah etika, itu cuma gorengan lawan politik. Skrng wktu 2004,detik detik mau Pilpres, uu syarat pendaftaran capres dan cawapres wajib hrus lulus syarat kesehatan, akhirnya gusdur gagal dalam pencapresan, trus syarat pendidikan di turunkan jd SMA.",Negatif
1.75E+18,@kumparan Saya ingin Ganjar menjadi presiden dan selesaikan UU kesehatan terutama untuk lulusan S1 karna semua butuh kerja klo dibatasi ya mana bisa kerja sesuai bidangnya. Yuk Ganjar bisa yuk... 🤟,Positif
1.75E+18,"@Nicho_Silalahi Sy : UU Kesehatan memberi hak kpd calon pasien/pasien utk menolak/menerima tindakan medis. Anda tahu strata hukum UU di atas Inpres ? KS : Tapikan Intruksi Presiden atas rekomendasi dari WHO pak! Sy : WHO di bawah PBB, dan PBB itu organisasi GA JELAS!  Lanjut....",Positif
1.75E+18,"kebijakan yang tepat ditunggu nih pak @Jokowi @Kemenkes_RI, tolong dengerin, kami beneran nolak larangan jual eceran di RPP UU  Kesehatan. @KemenkopUKM @KemnakerRI #TolakPasalTembakauRPPKesehatan  #tolaklaranganrokokeceran https://t.co/WjCmEW3rh0",Positif
1.75E+18,"betul krn pemerintah harus liat nih dari industri inti tembakau, dampaknya juga bukan ke pedagang dan pengusaha juga soal RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan  @MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI  https://t.co/77BGrC3SCM",Positif
1.75E+18,"Coba deh pak @MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI lihat lagi masyarakat yg menolak pasal tembakau di RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan ini, semoga keresahan2 mereka bisa dipertimbangkan lagi https://t.co/yLtPQWInWf",Netral
1.75E+18,Mau seberapa lama kami menyuarakan untuk menolak pasal tembakau di RPP UU Kesehatan  @MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI #TolakPasalTembakauRPPKesehatan https://t.co/XtEsoiX6vx&lt -abaikan-derasnya-penolakanrpp-kesehatan,Negatif
1.75E+18,Yakin nih pak @MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI gak mau kaji ulang? padahal dah banyak yg menolak pasal tembakau di RPP UU Kesehatan lho #TolakPasalTembakauRPPKesehatan https://t.co/evfQnFKj2C,Positif
1.75E+18,"Daripada banyak yang menolak pasal tembakau di RPP UU Kesehatan gini kan, mending kaji ulang biar lebih pertimbangkan aspek lain deh pak @MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI #TolakPasalTembakauRPPKesehatan https://t.co/xABEqR4hnE",Positif
1.75E+18,"@ganjarpranowo Komitmen Ganjar Mahfud untuk menyejahterakan buruh semoga aspirasi mereka yg ingin revisi UU cipta kerja , persoalan PHK, pembatasan tenaga kerja asing, perumahan dan jaminan kesehatan serta pendidikan buat anak-anak mereka, akan terwujud ditangan pak Ganjar 🙏🤟",Netral
1.75E+18,"SDGs, perjanjian pengurangan emisi karbon, great reset, energi hijau, UU omnibuslaw kesehatan,dan UU cilaka, semua bagian dari proyek mereka",Positif
1.75E+18,"Saya dukung langkah KPU utk memastikan kesiapan kesehatan, utamanya, utk teman2 petugas KPPS.   Beban kerja KPPS sangat besar akibat UU Pemilu yg belum berhasil diubah.  Pengalaman pemilu 2019, ratusan petugas KPPS jatuh sakit dan wafat akibat kelelahan. Tdk boleh terulang lagi.",Positif
1.75E+18,"dalam pembuatan regulasi khususnya Undang-Undang bagi penjaminan keselamatan pasien dan kesehatan masyarakat.  Pantau rangkaian persidangannya di laman https://t.co/USfsGrRy9K, #Courtizen! 😉 (4/4)  #MengawalKonstitusi #salaMKonstitusi #MKRI #UUKesehatan",Netral
1.75E+18,Sidang pertama MK di 2024 nih! MK gelar sidang lanjutan pengujian formil UU Kesehatan yang dimohonkan oleh Sekretariat Bersama Organisasi Profesi Kesehatan. (1/4) https://t.co/i1zKkWzBUR,Positif
1.75E+18,"Seri Webinar Strategi RS Pasca Berlakunya UU No.17/2023 Tentang Kesehatan, Topik 3: Pengelolaan RS yang Bertumpu pada BPJS https://t.co/vWM7Kj0cT7",Netral
1.75E+18,@mamakchayank @Nicho_Silalahi @dokter_kampung @BabehAldoAje135 @StopPlandemit @_Banyoe @aniesbaswedan @ganjarpranowo @prabowo @MariaAlcaff Indonesia gak butuh WHO untuk menghapus kedaulatan rakyat dan hak2 kesehatan dasar.... semua kejahatan dalam pernyataan di atas udah disahkan oleh DPR dan termasuk dalam UU Kesehatan baru.,Netral
1.75E+18,"@kumparan UU IKN, CIPTA KERJA, HIP, UU KESEHATAN dll yg disahkan Puan dan tdk segera dibahasnya RUU PERAMPASAN ASET termasuk konsistensi menjaga demokrasi @aniesbaswedan ?  Tdk perlu sampai memuji2 spt itu.   Baik ya katakan baik, bgt jg sebaliknya  Bisa hilang simpati rakyat kl spt itu",Positif
1.75E+18,@benings_tj Perlu diingat bahwa dulu yg konsisten nolak RUU Kesehatan Omnibus law sebelum akhirnya disahkan menjadi UU hanya PKS dan Demokrat.  Dan saat ini tinggal satu partai yg masih konsisten.  Barangkali ini bisa jadi clue dari teka teki di atas 😁,Netral
1.75E+18,@KemenkesRI @BudiGSadikin apa #UUKesehatan dipake utk meniadakan RS type khusus? sepeninggal Gub @ganjarpranowo ditengarai kini RS Khusus Jiwa @RSJD_Amino beralih jadi RSU😎 @noriyu_md @mbahndi @jiemiardian @psikiater_Indo @PBIDI @BudiGSadikin @Ngabila @dr_koko28 @BPJSKesehatanRI @provjateng @Jateng_Twit,Positif
1.75E+18,"haechan kamuu kerenn, kamu hebat, so proudd of uu udah berhasil ngelawan sakitnya beberapa hari kemarin, jaga kesehatan cintaaa sayang",Positif
1.75E+18,"@Umfa31 kalau mereka bilang bahwa vaksinasi itu wajib karena UU Kesehatan baru, jawab dengan Pasal 4 Ayat (1) Huruf c. soal keamanan dan artikel WHO soal polio akibat vaksin, sebagai alasan penolakan.",Positif
1.75E+18,loh iya lupa setelah revisi UU kan udh bukan tenaga kesehatan ya?,Netral
1.75E+18,"Makanya jangan sering Twittwar.... Kemaren yg ribut antara pro dan kontra UU kesehatan. . Sedang sibuk pilpres dan pemilu ya . Lagi sibuk di wa grup sepertinya .. Memobilisasi teman- temannya no 1, 2 dan 3.. Apakah sudah banyak keluar dari wa grup .. 😁😂🤣",Positif
1.75E+18,"@dokter_kampung @KemenkesRI Yes. Dan oleh karena itu vaksinasi OPV adalah tindak pidana, Sesuai UU Kesehatan baru yang dibuat oleh Kemenkes 😉",Negatif
1.75E+18,"Vaksinasi tetes Polio yang terbukti menyebabkan Polio adalah tindak pidana. Virus yang hidup di dalam vaksin ini adalah agen biologi"" dan bukan cuman ""berpotensi"" menyebabkan KLB, itu sudah menyebabkan KLB. UU Kesehatan baru: Pasal 399: “Setiap Orang dilarang: a. melakukan… https://t.co/MloieSphap""",Negatif
1.75E+18,"Ingatkah kamu UU Kesehatan? Ya kita dr di masa depan bakal bersaingnya bukan sama org sini sj, tapi ada dokter dari luar. Gaperlu penyetaraan pula enak bgt kan. Mereka bakal bersaing di kota, terus kita ke mana? Dipaksa ke pelosok. Bad thing?",Positif
1.75E+18,"@dhiendaln Sori jbjb dok, Klo sy, banyak dipaslon mana yg partainya pendukung  UU KESEHATAN dan UU CIPTAKER itu ga akan sy pilih, oh ya dok koq narasi nya lari kesana kemari dok?",Positif
1.75E+18,"@nirwan_anestesi Gaskeuuun, UU kesehatan harus dicabut ✊🏻",Netral
1.75E+18,"ini dampaknya klau RPP UU Kesehatan disahkan udh bukan ke pkl lagi, industri kreatif pun juga, aku sih nolak bgt kalau nanti di sahkan #TolakPasalTembakauRPPKesehatan #tembakaudizolimi @Jokowi @Kemenkes_RI @kemenparekraf https://t.co/9D3U8aCeEF",Positif
1.75E+18,"udh jls RPP UU Kesehatan ini bnyk ngasih dampak negatif di bbrp aspek, industri ekonomi, smpe kreatif pun kena, hrsnya bisa dipertimbangkan lg @KemenkopUKM @KemnakerRI @Jokowi  #TolakPasalTembakauRPPKesehatan #TembakauDizolimi   https://t.co/rh0ExUEQGf",Positif
1.75E+18,"harusnya pemerintah bisa bijak lagi dalam membuat peraturan agar masyarakat ga menentang pasal tembakau di RPP UU Kesehatan. #TolakPasalTembakauRPPKesehatan, #tolaklaranganrokokeceran #tolaklaranganpajangrokok  @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI https://t.co/0lktl8JUh2",Positif
1.75E+18,"pemerintahan ga bertindak apapun ya, yaudah biar kami yang menentang pasal tembakau di RPP UU Kesehatan. #TolakPasalTembakauRPPKesehatan, #tolaklaranganrokokeceran #tolaklaranganpajangrokok  @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI https://t.co/knPAodMpdg",Netral
1.75E+18,"harusnya RPP UU Kesehatan bisa dong direvisi, apalagi membatasi adanya iklan rokok, padahal dampaknya besar juga di industri kreatif @KemenkopUKM @KemnakerRI @Jokowi #TolakPasalTembakauRPPKesehatan #tolaklaranganrokokeceran #tolaklaranganpajangrokok  https://t.co/sVQFW3xiKy",Positif
1.75E+18,"Emang  kami  menolak pasal tembakau di RPP UU Kesehatan karena merugikan, coba tidak ada iklan rokok. Bisa turun pendapatan pedagang  @Kemenparekraf @jokowi @Kemenkes_RI #TolakPasalTembakauRPPKesehatan #tembakaudizolimi https://t.co/BzZZO8kubw",Negatif
1.75E+18,Semua  menolak pasal tembakau di RPP UU Kesehatan. Pengaruh iklan rokok tuh besar buat pedagang. Apa solusinya  @Kemenparekraf @jokowi @Kemenkes_RI #TolakPasalTembakauRPPKesehatan #tembakaudizolimi https://t.co/LxsmBbvTm1,Netral
1.75E+18,"Para pedagang kecil kena dampak RPP UU Kesehatan Sebaiknya bikin kebijakan yg memang bijak unt semua pihak @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI  #TolakPasalTembakauRPPKesehatan, #tolaklaranganrokokeceran #tolaklaranganpajangrokok  https://t.co/51KudJ12Xl pedagang",Positif
1.75E+18,Kesalahan @BPOM_RI menjadi malapetaka bagi rakyat Indonesia. Harusnya pejabat terkait harus diperiksa dengan UU Darurat Kesehatan Nasional,Netral
1.75E+18,"Agenda Misi 5 No.2, baru evaluasi besaran pembayaran fasilitas kesehatan tingkat lanjut (INA CBGs) sesuai ketentuan UU SJSN  Tolong juga evaluasi besaran pembayaran fasilitas kesehatan tingkat pertama (kapitasi &amp  non kap.) oleh PerMenKes  @berlianidris @nirwan_anestesi @cakimiNOW https://t.co/a4OEScWGFZ",Positif
1.74E+18,@tirta_cipeng #UUKesehatan kasih kebebasan sekolah PPDS di usia berapapun..asal mampu..hahahaha,Positif
1.74E+18,@Mugiwarasaltoo @kegblgnunfaedh #UUKesehatan yg barusan disahkan secara kilat juga contoh liberalisasi sektor kesehatan..ngeri juga..,Netral
1.74E+18,@aniesbaswedan Sayang setelah itu @KemenkesRI membuatnya amburadul dengan UU kesehatan pro kapitalis... Apa AMIN peduli dengan membatalkan ini ? Kacau sekali. Sementara si Irma Chaniago @NasDem salah satu gembongnya... https://t.co/NzvcmYX1Pn,Netral
1.74E+18,"@aniesbaswedan Simpul kesehatan nya juga perlu menunjukkan komitmen penganggaran di kesehatan, apalagi dengan UU yang baru mandatory spending dihapus",Positif
1.74E+18,@aniesbaswedan Klo pak ANIES menang mohon evaluasi UU CILAKA OMNIBUSLAW bidang kesehatan pak.,Positif
1.74E+18,Mengapa UU Kesehatan baru melanggar konstitusi dan tidak menghormati kedaulatan rakyat? Bagaimana vaksin Polio bisa menyebabkan Polio? Mengapa kita memerlukan audit terhadap tindakan Covid? Apakah ada vaksin/imunisasi yang aman? Jawaban di Twitter Space https://t.co/KdPkWBcScE,Positif
1.74E+18,@TeddGus faskes/RS dibuka lebar2 masuknya nakes aseng...kalian diem aja..hilirisasi eek dinosaurus..hahahaha #UUKesehatan,Positif
1.74E+18,"Kalau melihat mrk sebagai pelaku seni dan nakes, representasi mereka penting. Mengingat hadirnya keabsurdan pemerintah sebelumnya terkait kebijakan AI dan UU Kesehatan. Hanya berharap mrk beneran kerja dan memperjuangkan sejawatnya.",Negatif
1.74E+18,"cuma bisa berdoa biar ecill cepet sembuh, much better than yesterday. I'll try to be sincere even though it's a bit difficult hehe but it's okayyy yg pnting kesehatan ecilll. love uu ecilll hug hug🫂🤍 https://t.co/3T8Jm4Y4nG",Positif
1.74E+18,Aborsi di UU no.36 tahun 2009 tentang Kesehatan https://t.co/X78T9lAh7o,Netral
1.74E+18,"Bagi yang tidak ikut twitter space tadi malam, inilah link rekaman. Soal UU Kesehatan, audit Covid, kematian akibat"" Covid, imunisasi anak, keamanan vaksin, Polio yang disebabkan oleh vaksin dll. Sangat menarik. https://t.co/KdPkWBcScE""",Positif
1.74E+18,@sauqi91631 @Munir_Timur yang ketok palu UU protokol kesehatan siapa?,Netral
1.74E+18,"aturan yang jelas merugikan para pedagang, maka dari itu kami membuat keputusan menentang pasal tembakau di RPP UU Kesehatan. #TolakPasalTembakauRPPKesehatan #tolaklaranganrokokeceran #tolaklaranganpajangrokok  @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI https://t.co/49x3rWwixA",Positif
1.74E+18,omset pedagang akan menurun drastis apalagi tidak ada kebijakan adil lebih baik menentang pasal tembakau di RPP UU Kesehatan. #TolakPasalTembakauRPPKesehatan #tolaklaranganrokokeceran #tolaklaranganpajangrokok  @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI https://t.co/eYkewhaShc,Positif
1.74E+18,"smpe kemenparekraf turun tangan, pdhl jelas kalau RPP UU Kesehatan disahkan nnti itu bikin timbul dampak negatifnya di beberapa industri @KemenkopUKM @KemnakerRI @Jokowi   #TolakPasalTembakauRPPKesehetan #tolaklaranganrokokeceran #tolaklaranganpajangrokok https://t.co/3IjZKc7hsM",Negatif
1.74E+18,"padahal udh jls dampaknya udh dr berbagai aspek jk RPP UU Kesehatan ini disahkan, berarti hrs cari solusi terbaik dong @KemenkopUKM @KemnakerRI @Jokowi   #TolakPasalTembakauRPPKesehetan #tolaklaranganrokokeceran #tolaklaranganpajangrokok https://t.co/9D3U8aCMud",Positif
1.74E+18,"misal nanti RPP UU Kesehatan ini disahkan, berarti pemerintah hrs siap dong utk cari solusi, apalagi dampaknya bukan cuma ke pkl doang loh @KemenkopUKM @KemnakerRI @Jokowi #TolakPasalTembakauRPPKesehetan #tolaklaranganrokokeceran #tolaklaranganpajangrokok https://t.co/sVQFW3xQA6",Positif
1.74E+18,pedagang kecil menolak pasal tembakau di RPP UU Kesehatan @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI kasian kalau pendapatan turun tidak boleh jual rokok eceran #TolakPasalTembakauRPPKesehetan #tolaklaranganrokokeceran #tolaklaranganpajangrokok https://t.co/JJtvGAmxDJ,Negatif
1.74E+18,"coba deh @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI masa rokok tidak bisa dijual eceran, pasti menurunkan omset UMKM  #TolakPasalTembakauRPPKesehetan #tolaklaranganrokokeceran #tolaklaranganpajangrokok saya  menolak pasal tembakau di RPP UU Kesehatan https://t.co/r7WpFlQLbs",Positif
1.74E+18,"pasti pendapatan para pedagang jadi berkurang Tolong dong Pak @Jokowi @Kemenkes_RI tolak pasal tembakau di RPP UU Kesehatan. @KemenkopUKM @KemnakerRI #TolakPasalTembakauRPPKesehatan #tolaklaranganpajangrokok
 https://t.co/ne823BT9Uy",Positif
1.74E+18,Bang lu jangan bikin malu yunior lu dulu di PRD.  Itu undang2nya belum jadi udah rame debat di DPR ttg syarat ijazah dan kesehatan. Masih proses dibuat UU dan jauh….waktunya dr Hari H pendaftaran capres 2004. Pikun sih. Wajar aja 20thn lalu. Sering2 cek kesehatan deh bang.,Positif
1.74E+18,@yusuf_dumdum @jokowi makan tuh UU Kesehatan yg kalian sahkan..hahahaha,Positif
